system:index,can_first_month,can_full_season,end_month,id,lat,lon,ndvi_first_month_median_30km,ndvi_full_season_median_30km,record_id,scientific_name,start_month,year,.geo
000000000000000001d6,1,0,,375Bitton2007,53.0,-123.0,0.4822658656559955,,471,Tachycineta_bicolor,5,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a,1,0,,172Gissing1998,43.53,-80.23,0.5568485772773799,,11,Carduelis_tristis,6,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000c,1,1,1,65Millar1997,-77.52,167.77,,,13,Catharacta_maccormicki,1,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000025c,1,1,1,636Boersma2023,-27.2667,152.6833,0.5882935577621701,0.5746469786873335,605,Malurus_lamberti,8,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043,1,1,1,71Eikenaar2013,-0.35,-78.15,0.5759582787832115,0.5768571621101272,68,Zonotrichia_capensis,10,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000112,1,1,1,464Ferretti2016,-54.73,-68.2,0.2641577887788779,0.48936511640616476,275,Tachycineta_meyeni,10,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000113,1,1,1,464Ferretti2016,-54.73,-68.2,0.2785762470862472,0.4619316993123567,276,Tachycineta_meyeni,10,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000114,1,1,1,464Ferretti2016,-54.73,-68.2,0.2587091322126307,0.41751170199654913,277,Tachycineta_meyeni,10,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000115,1,1,1,464Ferretti2016,-54.73,-68.2,0.12432950819672131,0.3972803539083183,278,Tachycineta_meyeni,10,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000021b,1,1,1,539Sánchez2018,-28.05,-64.25,0.3541221598002497,0.40647582159624407,540,Poospiza_torquata,10,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000021c,1,1,1,539Sánchez2018,-28.05,-64.25,0.32350320912189956,0.48595717136150224,541,Poospiza_torquata,10,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000021d,1,1,1,539Sánchez2018,-28.05,-64.25,0.39213471830985913,0.4854915786384975,542,Poospiza_torquata,10,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000224,1,1,1,560Botero2020,-55.0667,-67.6667,0.4722591703835859,0.521355088047374,549,Aphrastura_spinicauda,10,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000225,1,1,1,560Botero2020,-55.0667,-67.6667,0.47677240372584484,0.5292102929717935,550,Aphrastura_spinicauda,10,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000226,1,1,1,560Botero2020,-55.0667,-67.6667,0.37715143913387905,0.4489444873357716,551,Aphrastura_spinicauda,10,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000227,1,1,1,560Botero2020,-55.0667,-67.6667,0.4567662927981113,0.464855185457602,552,Aphrastura_spinicauda,10,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000228,1,1,1,560Botero2020,-55.0667,-67.6667,0.5164484837413225,0.540965808092853,553,Aphrastura_spinicauda,10,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000229,1,1,1,560Botero2020,-55.0667,-67.6667,0.38698767730496436,0.479455144628099,554,Aphrastura_spinicauda,10,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b0,1,1,1,28Pilastro2001,-74.35,165.13,,,433,Pygoscelis_adeliae,11,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000032,1,1,1,371Quillfeldt2012,-51.72,-61.28,0.22401112481499752,0.14075471028774142,51,Pachyptila_belcheri,12,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003e,1,1,2,421 Lorentsen2000,-71.88,5.17,,,63,Thalassoica_antarctica,1,1993,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000014d,1,1,2,238Hughes2003,-31.9,115.98,0.47604125676488274,0.41172074348987725,334,Gymnorhina_tibicen,7,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000014e,1,1,2,238Hughes2003,-31.9,115.98,0.48899574285714276,0.40252566700534365,335,Gymnorhina_tibicen,7,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000014f,1,1,2,238Hughes2003,-31.9,115.98,0.5155813069674029,0.41853530236321207,336,Gymnorhina_tibicen,7,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e5,1,1,2,351Brekke2013,-36.6,174.88,0.4463141762452108,0.38170046421663445,230,Notiomystis_cincta,9,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e6,1,1,2,351Brekke2013,-36.6,174.88,0.3013100000000001,0.21727833675564684,231,Notiomystis_cincta,9,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e7,1,1,2,351Brekke2013,-36.6,174.88,0.058189200561009825,0.08796763948497856,232,Notiomystis_cincta,9,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e8,1,1,2,351Brekke2013,-36.6,174.88,0.2099245497630332,0.11911592219020174,233,Notiomystis_cincta,9,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e9,1,1,2,351Brekke2013,-36.6,174.88,0.2632469374167777,0.17125804093567254,234,Notiomystis_cincta,9,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ea,1,1,2,351Brekke2013,-36.6,174.88,0.12249380654140574,0.12738042657606646,235,Notiomystis_cincta,9,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000eb,1,1,2,351Brekke2013,-36.6,174.88,0.3209272727272728,0.18231348657445082,236,Notiomystis_cincta,9,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000018f,1,1,2,432Taylor2008,-46.9,168.1,0.49297669543773115,0.39026768936318296,400,Philesturnus_carunculatus,9,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000190,1,1,2,432Taylor2008,-46.9,168.1,0.34277750783699057,0.44359457535282254,401,Philesturnus_carunculatus,9,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000191,1,1,2,432Taylor2008,-46.9,168.1,0.49205714914210297,0.5013240981340705,402,Philesturnus_carunculatus,9,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000192,1,1,2,432Taylor2008,-46.9,168.1,0.44449562549485355,0.4026373217922607,403,Philesturnus_carunculatus,9,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000193,1,1,2,432Taylor2008,-46.9,168.1,0.02539839034205232,0.4054097109194703,404,Philesturnus_carunculatus,9,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000194,1,1,2,432Taylor2008,-46.9,168.1,0.34840952504766837,0.3324291708669355,405,Philesturnus_carunculatus,9,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b4,1,1,2,228Hoffman2010,-35.45,149.28,0.4435582647313692,0.39645476061525114,437,Rhipidura_fuliginosa,9,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b5,1,1,2,228Hoffman2010,-35.45,149.28,0.50814887889948,0.4891397945551704,438,Rhipidura_fuliginosa,9,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b6,1,1,2,228Hoffman2010,-35.45,149.28,0.3873176018197573,0.4533212575823223,439,Rhipidura_fuliginosa,9,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000025d,1,1,2,636Boersma2023,-27.2667,152.6833,0.6246402882053766,0.6141827197868733,606,Malurus_lamberti,9,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008c,1,1,2,218Masello2002,-41.05,-62.8,0.263335717791411,0.16094051918055832,141,Cyanoliseus_patagonus,10,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008d,1,1,2,218Masello2002,-41.05,-62.8,0.28573507514450863,0.11203778536520051,142,Cyanoliseus_patagonus,10,1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012a,1,1,2,288Manica2016,-15.93,-47.93,0.36533655733109077,0.3974410779696495,299,Volatinia_jacarina,10,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012b,1,1,2,288Manica2016,-15.93,-47.93,0.3998898550724639,0.4706589809000525,300,Volatinia_jacarina,10,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012c,1,1,2,288Manica2016,-15.93,-47.93,0.31998895485080453,0.4033398019801982,301,Volatinia_jacarina,10,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000150,1,1,2,110Varian-Ramos2012,-17.37,125.75,0.22862649617032327,0.3250348695313516,337,Malurus_melanocephalus,10,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000151,1,1,2,110Varian-Ramos2012,-17.37,125.75,0.23548381799298973,0.27199116577956645,338,Malurus_melanocephalus,10,1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000152,1,1,2,110Varian-Ramos2012,-17.37,125.75,0.21679489809165262,0.2696140464753992,339,Malurus_melanocephalus,10,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000153,1,1,2,110Varian-Ramos2012,-17.37,125.75,0.2294940412826172,0.22849657276385826,340,Malurus_melanocephalus,10,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000154,1,1,2,110Varian-Ramos2012,-17.37,125.75,0.23184357393223423,0.24123120862001826,341,Malurus_melanocephalus,10,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000155,1,1,2,110Varian-Ramos2012,-17.37,125.75,0.2082691808386343,0.22791804491756465,342,Malurus_melanocephalus,10,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156,1,1,2,110Varian-Ramos2012,-17.37,125.75,0.2497225886018434,0.2687641373490848,343,Malurus_melanocephalus,10,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000157,1,1,2,110Varian-Ramos2012,-17.37,125.75,0.22812826171621448,0.23847473711540965,344,Malurus_melanocephalus,10,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000244,1,1,2,594Arrieta2022,-32.6333,-69.3667,0.1260216903210796,0.1579089627507164,581,Cistothorus_platensis,10,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000245,1,1,2,594Arrieta2022,-32.6333,-69.3667,0.1455828737561444,0.15220210506208218,582,Cistothorus_platensis,10,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000246,1,1,2,594Arrieta2022,-32.6333,-69.3667,0.15527375931232093,0.15379278510028654,583,Cistothorus_platensis,10,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000121,1,1,3,47Stutchbury1998,9.12,-79.7,0.6120271681668809,0.6027270479347977,290,Turdus_grayi,1,1994,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000122,1,1,3,47Stutchbury1998,9.12,-79.7,0.6178031008317526,0.5971510062026187,291,Turdus_grayi,1,1995,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000027b,1,1,3,175Maguire2008,-38.38,141.6,,0.2725317648741419,636,Stipiturus_malachurus,8,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000027c,1,1,3,175Maguire2008,-38.38,141.6,0.6438032084409994,0.3243264353469797,637,Stipiturus_malachurus,8,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000027d,1,1,3,175Maguire2008,-38.38,141.6,0.5190661238825034,0.4486711384091462,638,Stipiturus_malachurus,8,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000023a,1,1,3,570Benitez2019,-35.5667,-58.0167,0.6126769541629759,0.6087526240035425,571,Sicalis_flaveola_pelzelni,10,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000023b,1,1,3,570Benitez2019,-35.5667,-58.0167,0.6339555248007084,0.618762040522586,572,Sicalis_flaveola_pelzelni,10,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000023c,1,1,3,570Benitez2019,-35.5667,-58.0167,0.5894844220549155,0.600761402051963,573,Sicalis_flaveola_pelzelni,10,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000025e,1,1,3,636Boersma2023,-27.2667,152.6833,0.6047533906514897,0.6006554734802618,607,Malurus_lamberti,10,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042,1,1,3,61Carvalho2006,-15.95,-47.93,0.49714396368780944,0.5345509971509972,67,Volatinia_jacarina,11,1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000be,1,1,4,373Grant2011,-0.42,-90.37,0.1171050752688172,0.16655179363905329,191,Geospiza_fortis,1,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bf,1,1,4,373Grant2011,-0.42,-90.37,0.1675906518345043,0.27903086706783364,192,Geospiza_fortis,1,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000273,1,1,4,480Hsu2006,22.0,121.08,,0.13066956521739131,628,Otus_elegans,1,1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000274,1,1,4,480Hsu2006,22.0,121.08,,,629,Otus_elegans,1,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000275,1,1,4,480Hsu2006,22.0,121.08,,0.5668500000000001,630,Otus_elegans,1,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000276,1,1,4,480Hsu2006,22.0,121.08,,0.525325,631,Otus_elegans,1,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000277,1,1,4,480Hsu2006,22.0,121.08,0.5696,0.5590999999999999,632,Otus_elegans,1,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000278,1,1,4,480Hsu2006,22.0,121.08,,,633,Otus_elegans,1,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000051,1,1,4,389Rosenfield2015,44.97,-90.05,,0.3145350688095468,82,Accipiter_cooperii,2,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000052,1,1,4,389Rosenfield2015,44.97,-90.05,,0.31120409488980844,83,Accipiter_cooperii,2,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000053,1,1,4,389Rosenfield2015,44.97,-90.05,,0.31106265037051295,84,Accipiter_cooperii,2,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000026a,1,1,4,616Marasco2020,-47.75,-65.8833,0.12604915181138585,0.08363373514841907,619,Spheniscus_magellanicus,9,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000026b,1,1,4,616Marasco2020,-47.75,-65.8833,0.0873073731535003,0.07872030417599722,620,Spheniscus_magellanicus,9,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000025f,1,1,4,636Boersma2023,-27.2667,152.6833,0.6229949200775003,0.648889386049891,608,Malurus_lamberti,11,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c8,1,1,5,12Ramos2014,21.87,-105.9,,,457,Sula_nebouxii,2,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003c,1,1,5,357Cordero1999,53.07,-0.95,0.36126197912385966,0.42962097130242816,61,Passer_domesticus,3,1994,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002e,1,1,5,388Ležalová-Piálková2011,48.92,17.08,0.43595863872005713,0.47287774848051495,47,Larus_ridibundus,4,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003d,1,1,5,357Cordero1999,41.38,2.15,0.22851089731729893,0.22860308537616242,62,Passer_domesticus,4,1995,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000247,1,1,5,586Green2018,52.3833,-1.5667,0.5635080438756851,0.5704942371613756,584,Aegithalos_caudatus,4,1995,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000248,1,1,5,586Green2018,52.3833,-1.5667,0.5184148125178895,0.563957525791376,585,Aegithalos_caudatus,4,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000249,1,1,5,586Green2018,52.3833,-1.5667,0.6168276636386784,0.6546624605285024,586,Aegithalos_caudatus,4,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000024a,1,1,5,586Green2018,52.3833,-1.5667,0.5803572873289707,0.6631736621239818,587,Aegithalos_caudatus,4,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000024b,1,1,5,586Green2018,52.3833,-1.5667,0.5928077546198632,0.5961624419880175,588,Aegithalos_caudatus,4,1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000024c,1,1,5,586Green2018,52.3833,-1.5667,0.5698851878012297,0.5813539970084758,589,Aegithalos_caudatus,4,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000024d,1,1,5,586Green2018,52.3833,-1.5667,0.5014000000000001,0.6353494354359451,590,Aegithalos_caudatus,4,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000024e,1,1,5,586Green2018,52.3833,-1.5667,0.6159723865713809,0.6407492521189959,591,Aegithalos_caudatus,4,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000024f,1,1,5,586Green2018,52.3833,-1.5667,0.5603133330563399,0.597741349509722,592,Aegithalos_caudatus,4,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000250,1,1,5,586Green2018,52.3833,-1.5667,0.6245376101047029,0.6264396750872525,593,Aegithalos_caudatus,4,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000251,1,1,5,586Green2018,52.3833,-1.5667,0.5597347972411497,0.5979748130297488,594,Aegithalos_caudatus,4,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000252,1,1,5,586Green2018,52.3833,-1.5667,0.561111837142223,0.6324191249792251,595,Aegithalos_caudatus,4,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000253,1,1,5,586Green2018,52.3833,-1.5667,0.5873524846268902,0.6306570633205915,596,Aegithalos_caudatus,4,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000254,1,1,5,586Green2018,52.3833,-1.5667,0.5616931584287579,0.6628781784942659,597,Aegithalos_caudatus,4,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000255,1,1,5,586Green2018,52.3833,-1.5667,0.5895971912913409,0.6428347598470999,598,Aegithalos_caudatus,4,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000256,1,1,5,586Green2018,52.3833,-1.5667,0.5696804512215385,0.5924003822502906,599,Aegithalos_caudatus,4,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000257,1,1,5,586Green2018,52.3833,-1.5667,0.6104221414326073,0.6260617126474984,600,Aegithalos_caudatus,4,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000258,1,1,5,586Green2018,52.3833,-1.5667,0.61746415157055,0.6627164035233503,601,Aegithalos_caudatus,4,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000259,1,1,5,586Green2018,52.3833,-1.5667,0.45598459647919526,0.5283359224623203,602,Aegithalos_caudatus,4,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000025a,1,1,5,586Green2018,52.3833,-1.5667,0.6156872860229347,0.6525800980555091,603,Aegithalos_caudatus,4,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000025b,1,1,5,586Green2018,52.3833,-1.5667,0.6096054512215389,0.6278102833638023,604,Aegithalos_caudatus,4,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001fe,1,1,5,673Stermin2026,46.91,23.91,0.639838665116279,0.639838665116279,511,Rallus_aquaticus,5,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000097,1,1,5,447Burg2006,-54.0,-38.0,,,152,Diomedea_exulans,12,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000098,1,1,5,447Burg2006,-54.0,-38.0,,,153,Diomedea_exulans,12,1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000027,1,1,6,163Juola2012,23.75,-166.02,,,40,Fregata_minor,2,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000040,1,1,6,321Martín-Vivaldi2002,37.0,-3.0,0.2952993197278911,0.2976606186224489,65,Upupa_epops,2,1995,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029,1,1,6,341Saino1999,45.43,8.62,0.14926565603514136,0.22670434969442327,42,Hirundo_rustica,3,1994,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002a,1,1,6,26Moller2003,38.83,-6.98,0.4708267143614204,0.37884004239533653,43,Hirundo_rustica,3,1994,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002d,1,1,6,436Yamagishi1992,34.57,135.53,0.12928843244653104,0.19213081621004569,46,Lanius_bucephalus,3,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002f,1,1,6,411Lawless1997,37.62,-84.12,0.3508816189142612,0.524332933003016,48,Megascops_asio,3,1994,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000031,1,1,6,137Currie1998,52.77,-4.78,0.6247,0.5903931328036321,50,Oenanthe_oenanthe,3,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000048,1,1,6,222Martinez 1998,37.18,-3.05,0.2289672244264276,0.3287617570498916,73,Clamator_glandarius,3,1993,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000072,1,1,6,209Moore2012,43.0,-84.0,0.2741771258999805,0.3637572436271648,115,Branta_canadensis,3,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073,1,1,6,209Moore2012,43.0,-84.0,0.26871023058960886,0.44772015956411726,116,Branta_canadensis,3,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000074,1,1,6,209Moore2012,43.0,-84.0,0.2985013183498733,0.42197363300252955,117,Branta_canadensis,3,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c9,1,1,6,138Richardson1999,36.37,-121.55,0.4958504296395494,0.528118506137659,202,Icterus_galbula,3,1994,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ca,1,1,6,138Richardson1999,36.37,-121.55,0.5793540223586147,0.5518379548443665,203,Icterus_galbula,3,1995,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f7,1,1,6,50Kempenaers1997,51.25,4.47,0.3863078954049251,0.4669114090606263,248,Parus_caeruleus,3,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f8,1,1,6,50Kempenaers1997,51.25,4.47,0.39129036475682877,0.4104599516988675,249,Parus_caeruleus,3,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f9,1,1,6,50Kempenaers1997,51.25,4.47,0.20013052523874492,0.4871376723294496,250,Parus_caeruleus,3,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fa,1,1,6,50Kempenaers1997,51.25,4.47,0.33607559543637583,0.3963418262824784,251,Parus_caeruleus,3,1993,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000104,1,1,6,433Strohbach1998,51.42,7.65,0.32977344704684325,0.47594028343516637,261,Parus_major,3,1993,"{""type"":""MultiPoint"",""coordinates"":[]}"
